greedy_ans,strict_ans,greedy_value,greedy_value2,strict_value,strict_value2,kinjiritu,random_seed
1-0-48,0-1-48,71.44000,71.44000,71.44000,71.44000,1.00000,3.00000
1-0-48,0-1-48,71.83000,71.83000,71.83000,71.83000,1.00000,4.00000
1-0-48,0-1-48,71.90000,71.90000,71.90000,71.90000,1.00000,5.00000
1-0-48,0-1-48,71.65000,71.65000,71.65000,71.65000,1.00000,6.00000
1-0-48,0-1-48,71.13000,71.13000,71.13000,71.13000,1.00000,7.00000
1-0-48,1-8-48,71.80000,71.80000,71.86000,71.86000,0.99917,8.00000
1-0-48,0-1-48,71.97000,71.97000,71.97000,71.97000,1.00000,9.00000
0-1-48,0-1-48,71.79000,71.79000,71.79000,71.79000,1.00000,0.00000
1-0-48,0-1-48,73.54000,73.54000,73.54000,73.54000,1.00000,1.00000
1-0-48,0-1-48,72.57000,72.57000,72.57000,72.57000,1.00000,2.00000
1-0-48,0-1-48,72.69000,72.69000,72.69000,72.69000,1.00000,3.00000
1-0-48,0-1-48,72.83000,72.83000,72.83000,72.83000,1.00000,4.00000
1-0-48,0-1-48,73.17000,73.17000,73.17000,73.17000,1.00000,5.00000
1-0-48,0-1-48,72.64000,72.64000,72.64000,72.64000,1.00000,6.00000
1-0-48,0-1-48,72.28000,72.28000,72.28000,72.28000,1.00000,7.00000
1-0-48,0-1-48,72.90000,72.90000,72.90000,72.90000,1.00000,8.00000
1-0-48,0-1-48,72.49000,72.49000,72.49000,72.49000,1.00000,9.00000
0-48-76,0-48-76,71.94000,71.94000,71.94000,71.94000,1.00000,0.00000
0-48-61,0-48-61,73.00000,73.00000,73.00000,73.00000,1.00000,1.00000
0-48-93,0-48-93,72.61000,72.61000,72.61000,72.61000,1.00000,2.00000
0-55-48,0-37-48,71.76000,71.76000,72.44000,72.44000,0.99061,3.00000
0-48-76,0-48-76,72.56000,72.56000,72.56000,72.56000,1.00000,4.00000
0-61-48,0-48-76,72.24000,72.24000,72.81000,72.81000,0.99217,5.00000
0-61-48,0-48-61,72.85000,72.85000,72.85000,72.85000,1.00000,6.00000
0-67-48,0-48-93,71.45000,71.45000,72.22000,72.22000,0.98934,7.00000
0-48-73,0-48-61,72.99000,72.99000,72.68000,72.68000,1.00427,8.00000
0-15-61,0-48-61,71.84000,71.84000,72.77000,72.77000,0.98722,9.00000
0-61-48,0-48-61,72.88000,72.88000,72.88000,72.88000,1.00000,0.00000
0-48-61,0-48-61,74.53000,74.53000,74.53000,74.53000,1.00000,1.00000
0-48-37,0-37-48,73.56000,73.56000,73.56000,73.56000,1.00000,2.00000
0-48-93,0-48-93,73.72000,73.72000,73.72000,73.72000,1.00000,3.00000
0-37-48,0-48-61,73.54000,73.54000,73.91000,73.91000,0.99499,4.00000
0-76-48,0-37-48,73.76000,73.76000,74.07000,74.07000,0.99581,5.00000
0-48-51,0-48-93,73.85000,73.85000,73.73000,73.73000,1.00163,6.00000
0-48-93,0-48-93,73.54000,73.54000,73.54000,73.54000,1.00000,7.00000
0-48-51,0-61-76,73.87000,73.87000,73.99000,73.99000,0.99838,8.00000
0-48-18,0-18-48,73.89000,73.89000,73.89000,73.89000,1.00000,9.00000
0-48-15,0-15-48,71.08000,71.08000,71.08000,71.08000,1.00000,0.00000
0-48-41,0-37-48,72.50000,72.50000,72.40000,72.40000,1.00138,1.00000
0-48-55,0-37-48,71.56000,71.56000,71.05000,71.05000,1.00718,2.00000
0-67-37,0-48-61,70.65000,70.65000,71.23000,71.23000,0.99186,3.00000
0-35-48,0-15-48,71.81000,71.81000,71.81000,71.81000,1.00000,4.00000
0-48-93,0-48-93,72.43000,72.43000,72.43000,72.43000,1.00000,5.00000
0-48-37,0-37-48,71.90000,71.90000,71.90000,71.90000,1.00000,6.00000
0-48-31,0-48-49,70.87000,70.87000,70.83000,70.83000,1.00056,7.00000
0-15-93,0-37-48,71.19000,71.19000,72.33000,72.33000,0.98424,8.00000
0-48-97,0-37-48,71.93000,71.93000,71.80000,71.80000,1.00181,9.00000
0-37-48,0-48-61,72.00000,72.00000,72.07000,72.07000,0.99903,0.00000
0-48-61,0-48-61,73.93000,73.93000,73.93000,73.93000,1.00000,1.00000
0-48-76,0-48-76,73.35000,73.35000,73.35000,73.35000,1.00000,2.00000
0-22-48,0-15-61,72.41000,72.41000,72.67000,72.67000,0.99642,3.00000
0-48-55,0-48-93,73.39000,73.39000,73.38000,73.38000,1.00014,4.00000
0-48-61,0-48-61,73.59000,73.59000,73.59000,73.59000,1.00000,5.00000
0-48-14,0-15-61,73.09000,73.09000,73.25000,73.25000,0.99782,6.00000
0-76-48,0-48-76,73.25000,73.25000,73.25000,73.25000,1.00000,7.00000
0-48-8,0-8-48,73.56000,73.56000,73.56000,73.56000,1.00000,8.00000
0-48-37,0-37-48,73.47000,73.47000,73.47000,73.47000,1.00000,9.00000
1-0-48,0-1-48,70.85000,70.85000,70.85000,70.85000,1.00000,0.00000
0-1-48,0-1-48,72.60000,72.60000,72.60000,72.60000,1.00000,1.00000
1-0-48,0-1-48,71.85000,71.85000,71.85000,71.85000,1.00000,2.00000
1-0-48,0-1-48,71.92000,71.92000,71.92000,71.92000,1.00000,3.00000
1-0-48,0-1-48,72.12000,72.12000,72.12000,72.12000,1.00000,4.00000
0-1-48,0-1-48,72.35000,72.35000,72.35000,72.35000,1.00000,5.00000
1-0-48,0-1-48,72.29000,72.29000,72.29000,72.29000,1.00000,6.00000
1-0-48,0-1-48,71.49000,71.49000,71.49000,71.49000,1.00000,7.00000
1-0-48,0-1-48,72.26000,72.26000,72.26000,72.26000,1.00000,8.00000
1-0-48,0-1-48,71.78000,71.78000,71.78000,71.78000,1.00000,9.00000
0-51-61,0-15-48,70.93000,70.93000,72.23000,72.23000,0.98200,0.00000
0-48-37,0-37-48,73.57000,73.57000,73.57000,73.57000,1.00000,1.00000
0-48-37,0-37-48,72.91000,72.91000,72.91000,72.91000,1.00000,2.00000
0-48-15,0-15-48,72.62000,72.62000,72.62000,72.62000,1.00000,3.00000
0-48-61,0-48-61,73.11000,73.11000,73.11000,73.11000,1.00000,4.00000
0-48-15,0-15-48,73.44000,73.44000,73.44000,73.44000,1.00000,5.00000
0-48-37,0-37-48,72.92000,72.92000,72.92000,72.92000,1.00000,6.00000
0-48-15,0-15-48,72.83000,72.83000,72.83000,72.83000,1.00000,7.00000
0-48-93,0-48-93,73.54000,73.54000,73.54000,73.54000,1.00000,8.00000
0-48-61,0-48-61,73.42000,73.42000,73.42000,73.42000,1.00000,9.00000
