K_T,SetA,SetB,SetA_r,SetB_r,AandB_r,AorB_r,IsSubmodularity,menos
0-6-8,0-20,36.92900,35.03500,33.99700,37.78100,1.00000,0.18600
0-6-8,0-20,36.69200,35.07900,33.93300,37.89400,0.00000,-0.05600
0-6-8,0-20,36.74200,34.97700,34.15500,37.67900,0.00000,-0.11500
0-6-8,0-20,36.70200,35.10300,33.92900,37.80100,1.00000,0.07500
0-6-8,0-20,36.77200,35.12500,33.99600,37.83000,1.00000,0.07100
0-6-8,0-20,36.69200,35.10900,33.97100,37.71100,1.00000,0.11900
0-6-8,0-20,36.62000,35.05100,34.12700,37.66000,0.00000,-0.11600
0-6-8,0-20,36.71400,35.12700,34.00900,37.80500,1.00000,0.02700
0-6-8,0-20,36.57900,35.05900,34.06800,37.79200,0.00000,-0.22200
0-6-8,0-20,36.76000,35.16000,33.79400,37.62900,1.00000,0.49700
0-6-8,0-20,36.65800,35.00300,34.22300,37.66000,0.00000,-0.22200
0-6-8,0-20,36.70100,35.06300,34.03300,37.68300,1.00000,0.04800
0-6-8,0-20,36.70800,34.98600,34.08000,37.63900,0.00000,-0.02500
0-6-8,0-20,36.72400,35.12700,34.06800,37.64600,1.00000,0.13700
0-6-8,0-20,36.79700,35.09900,33.97200,37.77800,1.00000,0.14600
0-6-8,0-20,36.68100,35.09500,33.82500,37.79000,1.00000,0.16100
0-6-8,0-20,36.73000,35.01600,33.99500,37.84500,0.00000,-0.09400
0-6-8,0-20,36.90700,35.18500,34.18000,37.97400,0.00000,-0.06200
0-6-8,0-20,36.92600,35.02100,34.31000,37.84400,0.00000,-0.20700
0-6-8,0-20,36.59200,34.95300,34.04300,37.58700,0.00000,-0.08500
0-6-8,0-20,36.71200,35.01100,34.06300,37.64700,1.00000,0.01300
0-6-8,0-20,36.69300,35.06800,34.17100,37.78700,0.00000,-0.19700
0-6-8,0-20,36.87000,34.84200,34.05700,37.74400,0.00000,-0.08900
0-6-8,0-20,36.80200,35.07800,33.99500,37.94300,0.00000,-0.05800
0-6-8,0-20,36.63600,34.95800,34.00300,37.80200,0.00000,-0.21100
0-6-8,0-20,36.78800,35.11200,33.97900,37.60600,1.00000,0.31500
0-6-8,0-20,36.58800,35.12400,34.15300,37.70800,0.00000,-0.14900
0-6-8,0-20,36.75200,35.04100,33.88900,37.85200,1.00000,0.05200
0-6-8,0-20,36.77400,34.92900,33.96900,37.60000,1.00000,0.13400
0-6-8,0-20,36.75500,35.21500,33.93800,37.64100,1.00000,0.39100
0-6-8,0-20,36.64100,34.89200,34.24800,37.67400,0.00000,-0.38900
0-6-8,0-20,36.59000,35.04400,34.14600,37.86000,0.00000,-0.37200
0-6-8,0-20,36.75200,34.92900,33.88100,37.79000,1.00000,0.01000
0-6-8,0-20,36.67200,35.14500,34.03100,37.84600,0.00000,-0.06000
0-6-8,0-20,36.49400,35.00600,33.96000,37.89200,0.00000,-0.35200
0-6-8,0-20,36.89100,34.94700,33.89500,37.65100,1.00000,0.29200
0-6-8,0-20,36.47800,35.01400,33.90300,37.52700,1.00000,0.06200
0-6-8,0-20,36.66600,35.05400,34.05300,37.74200,0.00000,-0.07500
0-6-8,0-20,36.70400,34.83400,34.13400,37.82000,0.00000,-0.41600
0-6-8,0-20,36.61000,34.93700,33.85600,37.79100,0.00000,-0.10000
0-6-8,0-20,36.66200,34.96200,34.09700,37.62400,0.00000,-0.09700
0-6-8,0-20,36.61600,35.08900,33.78300,37.74600,1.00000,0.17600
0-6-8,0-20,36.75100,35.05800,34.08000,37.66100,1.00000,0.06800
0-6-8,0-20,36.75100,35.13300,33.87400,37.77000,1.00000,0.24000
0-6-8,0-20,36.54100,35.24500,34.03700,37.86100,0.00000,-0.11200
0-6-8,0-20,36.68100,35.12800,34.01900,37.69100,1.00000,0.09900
