K_T,SetA,SetB,SetA_r,SetB_r,AandB_r,AorB_r,IsSubmodularity,menos
20-15-6,48-0-18,3.21400,36.31300,0.00000,39.37800,1.00000,0.14900
20-15-6,48-0-18,3.19300,36.32600,0.00000,39.37000,1.00000,0.14900
20-15-6,48-0-18,3.18400,36.27600,0.00000,39.24700,1.00000,0.21300
20-15-6,48-0-18,3.20100,36.17000,0.00000,39.37500,0.00000,-0.00400
20-15-6,48-0-18,3.19900,36.30100,0.00000,39.62700,0.00000,-0.12700
20-15-6,48-0-18,3.18300,36.26200,0.00000,39.28000,1.00000,0.16500
20-15-6,48-0-18,3.19100,36.33200,0.00000,39.49800,1.00000,0.02500
20-15-6,48-0-18,3.18200,36.33500,0.00000,39.40700,1.00000,0.11000
20-15-6,48-0-18,3.19800,36.26100,0.00000,39.37200,1.00000,0.08700
20-15-6,48-0-18,3.17700,36.46700,0.00000,39.31100,1.00000,0.33300
20-15-6,48-0-18,3.22700,36.20900,0.00000,39.45500,0.00000,-0.01900
20-15-6,48-0-18,3.21400,36.39600,0.00000,39.43600,1.00000,0.17400
20-15-6,48-0-18,3.18000,36.30500,0.00000,39.21300,1.00000,0.27200
20-15-6,48-0-18,3.20800,36.42700,0.00000,39.45200,1.00000,0.18300
20-15-6,48-0-18,3.21100,36.41900,0.00000,39.31400,1.00000,0.31600
20-15-6,48-0-18,3.15400,36.42600,0.00000,39.49900,1.00000,0.08100
20-15-6,48-0-18,3.18600,36.57600,0.00000,39.27500,1.00000,0.48700
20-15-6,48-0-18,3.19800,36.42000,0.00000,39.40000,1.00000,0.21800
20-15-6,48-0-18,3.20700,36.62100,0.00000,39.40200,1.00000,0.42600
20-15-6,48-0-18,3.17300,36.36900,0.00000,39.27900,1.00000,0.26300
20-15-6,48-0-18,3.18400,36.48000,0.00000,39.30100,1.00000,0.36300
20-15-6,48-0-18,3.18700,36.36600,0.00000,39.36700,1.00000,0.18600
20-15-6,48-0-18,3.21700,36.39100,0.00000,39.23900,1.00000,0.36900
20-15-6,48-0-18,3.19700,36.49000,0.00000,39.40600,1.00000,0.28100
20-15-6,48-0-18,3.21000,36.29000,0.00000,39.29800,1.00000,0.20200
20-15-6,48-0-18,3.17600,36.39000,0.00000,39.39300,1.00000,0.17300
20-15-6,48-0-18,3.19600,36.34600,0.00000,39.23400,1.00000,0.30800
20-15-6,48-0-18,3.19200,36.33300,0.00000,39.40000,1.00000,0.12500
20-15-6,48-0-18,3.21000,36.24400,0.00000,39.25700,1.00000,0.19700
20-15-6,48-0-18,3.20400,36.44400,0.00000,39.30200,1.00000,0.34600
20-15-6,48-0-18,3.19400,36.44700,0.00000,39.28900,1.00000,0.35200
20-15-6,48-0-18,3.19400,36.54400,0.00000,39.38200,1.00000,0.35600
20-15-6,48-0-18,3.20600,36.30600,0.00000,39.25500,1.00000,0.25700
20-15-6,48-0-18,3.22200,36.30100,0.00000,39.38200,1.00000,0.14100
20-15-6,48-0-18,3.19200,36.41500,0.00000,39.48100,1.00000,0.12600
20-15-6,48-0-18,3.18800,36.35900,0.00000,39.30600,1.00000,0.24100
20-15-6,48-0-18,3.18400,36.49600,0.00000,39.44300,1.00000,0.23700
20-15-6,48-0-18,3.20700,36.25700,0.00000,39.29600,1.00000,0.16800
20-15-6,48-0-18,3.18200,36.35200,0.00000,39.34600,1.00000,0.18800
20-15-6,48-0-18,3.20000,36.33300,0.00000,39.47900,1.00000,0.05400
20-15-6,48-0-18,3.19800,36.29000,0.00000,39.16400,1.00000,0.32400
20-15-6,48-0-18,3.20100,36.33000,0.00000,39.41200,1.00000,0.11900
20-15-6,48-0-18,3.18800,36.30900,0.00000,39.32700,1.00000,0.17000
