K_T,SetA,SetB,SetA_r,SetB_r,AandB_r,AorB_r,IsSubmodularity,menos
20-15-6,48-0-18,4.50500,22.50100,0.00000,26.33200,1.00000,0.67400
20-15-6,48-0-18,4.43400,22.59000,0.00000,26.40300,1.00000,0.62100
20-15-6,48-0-18,4.46600,22.59300,0.00000,26.27700,1.00000,0.78200
20-15-6,48-0-18,4.43400,22.50400,0.00000,26.36700,1.00000,0.57100
20-15-6,48-0-18,4.46000,22.49700,0.00000,26.23600,1.00000,0.72100
20-15-6,48-0-18,4.43200,22.69200,0.00000,26.26700,1.00000,0.85700
20-15-6,48-0-18,4.43200,22.49700,0.00000,26.31900,1.00000,0.61000
20-15-6,48-0-18,4.48200,22.53700,0.00000,26.38400,1.00000,0.63500
20-15-6,48-0-18,4.45400,22.64400,0.00000,26.34800,1.00000,0.75000
20-15-6,48-0-18,4.42200,22.61200,0.00000,26.17000,1.00000,0.86400
20-15-6,48-0-18,4.46600,22.65800,0.00000,26.19300,1.00000,0.93100
20-15-6,48-0-18,4.45900,22.67300,0.00000,26.31000,1.00000,0.82200
20-15-6,48-0-18,4.45700,22.46800,0.00000,26.25500,1.00000,0.67000
20-15-6,48-0-18,4.49200,22.65700,0.00000,26.48700,1.00000,0.66200
20-15-6,48-0-18,4.45600,22.57000,0.00000,26.36100,1.00000,0.66500
20-15-6,48-0-18,4.44000,22.59500,0.00000,26.50200,1.00000,0.53300
20-15-6,48-0-18,4.50000,22.64100,0.00000,26.28500,1.00000,0.85600
20-15-6,48-0-18,4.46900,22.60700,0.00000,26.40700,1.00000,0.66900
20-15-6,48-0-18,4.47800,22.78100,0.00000,26.29500,1.00000,0.96400
20-15-6,48-0-18,4.44200,22.71800,0.00000,26.25000,1.00000,0.91000
20-15-6,48-0-18,4.49600,22.53600,0.00000,26.29300,1.00000,0.73900
20-15-6,48-0-18,4.42600,22.60900,0.00000,26.24400,1.00000,0.79100
20-15-6,48-0-18,4.49300,22.64300,0.00000,26.27900,1.00000,0.85700
20-15-6,48-0-18,4.42100,22.73500,0.00000,26.28300,1.00000,0.87300
20-15-6,48-0-18,4.42700,22.50500,0.00000,26.34300,1.00000,0.58900
20-15-6,48-0-18,4.50800,22.58200,0.00000,26.33900,1.00000,0.75100
20-15-6,48-0-18,4.47200,22.72400,0.00000,26.32500,1.00000,0.87100
20-15-6,48-0-18,4.47700,22.68400,0.00000,26.35900,1.00000,0.80200
20-15-6,48-0-18,4.44300,22.64400,0.00000,26.25000,1.00000,0.83700
20-15-6,48-0-18,4.48800,22.60100,0.00000,26.39200,1.00000,0.69700
20-15-6,48-0-18,4.48600,22.59300,0.00000,26.27400,1.00000,0.80500
20-15-6,48-0-18,4.43500,22.49400,0.00000,26.17400,1.00000,0.75500
20-15-6,48-0-18,4.40700,22.42200,0.00000,26.32000,1.00000,0.50900
20-15-6,48-0-18,4.50700,22.61500,0.00000,26.35400,1.00000,0.76800
20-15-6,48-0-18,4.43200,22.55800,0.00000,26.26000,1.00000,0.73000
20-15-6,48-0-18,4.44700,22.58100,0.00000,26.26400,1.00000,0.76400
20-15-6,48-0-18,4.53000,22.56500,0.00000,26.31900,1.00000,0.77600
20-15-6,48-0-18,4.48000,22.71600,0.00000,26.43000,1.00000,0.76600
20-15-6,48-0-18,4.44600,22.68800,0.00000,26.35800,1.00000,0.77600
20-15-6,48-0-18,4.44200,22.59200,0.00000,26.37600,1.00000,0.65800
20-15-6,48-0-18,4.40000,22.71800,0.00000,26.36500,1.00000,0.75300
20-15-6,48-0-18,4.46900,22.58900,0.00000,26.23900,1.00000,0.81900
20-15-6,48-0-18,4.43800,22.61400,0.00000,26.39900,1.00000,0.65300
20-15-6,48-0-18,4.40500,22.59800,0.00000,26.34300,1.00000,0.66000
20-15-6,48-0-18,4.49400,22.48400,0.00000,26.38200,1.00000,0.59600
20-15-6,48-0-18,4.42100,22.73100,0.00000,26.29600,1.00000,0.85600
20-15-6,48-0-18,4.41000,22.61600,0.00000,26.38600,1.00000,0.64000
20-15-6,48-0-18,4.46900,22.78400,0.00000,26.25700,1.00000,0.99600
20-15-6,48-0-18,4.46500,22.59100,0.00000,26.24900,1.00000,0.80700
20-15-6,48-0-18,4.42900,22.78400,0.00000,26.22800,1.00000,0.98500
20-15-6,48-0-18,4.46200,22.50800,0.00000,26.27000,1.00000,0.70000
20-15-6,48-0-18,4.44100,22.61900,0.00000,26.28500,1.00000,0.77500
20-15-6,48-0-18,4.44900,22.65100,0.00000,26.19700,1.00000,0.90300
20-15-6,48-0-18,4.46100,22.60200,0.00000,26.36500,1.00000,0.69800
20-15-6,48-0-18,4.43700,22.50200,0.00000,26.28700,1.00000,0.65200
20-15-6,48-0-18,4.44200,22.60300,0.00000,26.32800,1.00000,0.71700
20-15-6,48-0-18,4.44400,22.60000,0.00000,26.39000,1.00000,0.65400
20-15-6,48-0-18,4.51900,22.53000,0.00000,26.30100,1.00000,0.74800
20-15-6,48-0-18,4.44300,22.62700,0.00000,26.33700,1.00000,0.73300
20-15-6,48-0-18,4.47700,22.66400,0.00000,26.26200,1.00000,0.87900
20-15-6,48-0-18,4.48100,22.58200,0.00000,26.48900,1.00000,0.57400
20-15-6,48-0-18,4.49300,22.55000,0.00000,26.35600,1.00000,0.68700
20-15-6,48-0-18,4.46200,22.60500,0.00000,26.22900,1.00000,0.83800
20-15-6,48-0-18,4.45500,22.67900,0.00000,26.39400,1.00000,0.74000
20-15-6,48-0-18,4.47300,22.53800,0.00000,26.32700,1.00000,0.68400
20-15-6,48-0-18,4.48500,22.61800,0.00000,26.36400,1.00000,0.73900
20-15-6,48-0-18,4.43300,22.57800,0.00000,26.31500,1.00000,0.69600
20-15-6,48-0-18,4.47000,22.66900,0.00000,26.26000,1.00000,0.87900
20-15-6,48-0-18,4.46100,22.58400,0.00000,26.37000,1.00000,0.67500
20-15-6,48-0-18,4.49900,22.70500,0.00000,26.29600,1.00000,0.90800
20-15-6,48-0-18,4.51200,22.57500,0.00000,26.23500,1.00000,0.85200
20-15-6,48-0-18,4.44400,22.50200,0.00000,26.35500,1.00000,0.59100
20-15-6,48-0-18,4.47100,22.61700,0.00000,26.40200,1.00000,0.68600
20-15-6,48-0-18,4.52500,22.51700,0.00000,26.34200,1.00000,0.70000
20-15-6,48-0-18,4.50100,22.75100,0.00000,26.18000,1.00000,1.07200
20-15-6,48-0-18,4.44100,22.67500,0.00000,26.37000,1.00000,0.74600
20-15-6,48-0-18,4.49300,22.77700,0.00000,26.41200,1.00000,0.85800
20-15-6,48-0-18,4.47300,22.44300,0.00000,26.15900,1.00000,0.75700
20-15-6,48-0-18,4.50400,22.56200,0.00000,26.35800,1.00000,0.70800
20-15-6,48-0-18,4.50900,22.59800,0.00000,26.33000,1.00000,0.77700
20-15-6,48-0-18,4.42000,22.54900,0.00000,26.37200,1.00000,0.59700
20-15-6,48-0-18,4.46800,22.41200,0.00000,26.31200,1.00000,0.56800
20-15-6,48-0-18,4.38000,22.58400,0.00000,26.34200,1.00000,0.62200
20-15-6,48-0-18,4.43300,22.58300,0.00000,26.39000,1.00000,0.62600
20-15-6,48-0-18,4.43900,22.64900,0.00000,26.32300,1.00000,0.76500
20-15-6,48-0-18,4.44900,22.59200,0.00000,26.35000,1.00000,0.69100
20-15-6,48-0-18,4.45900,22.52500,0.00000,26.27600,1.00000,0.70800
20-15-6,48-0-18,4.51800,22.69400,0.00000,26.22500,1.00000,0.98700
20-15-6,48-0-18,4.46100,22.44000,0.00000,26.27600,1.00000,0.62500
20-15-6,48-0-18,4.47500,22.52400,0.00000,26.33600,1.00000,0.66300
20-15-6,48-0-18,4.47500,22.62100,0.00000,26.38800,1.00000,0.70800
20-15-6,48-0-18,4.48300,22.60000,0.00000,26.27200,1.00000,0.81100
20-15-6,48-0-18,4.44900,22.60500,0.00000,26.33300,1.00000,0.72100
